timestamp,machine_id,machine_type,location,env_zone,shift,ambient_temp_c,humidity,dust_ppm,load_pct,rpm,torque_pct,voltage_v,current_a,thd_pct,suction_bar,discharge_bar,pressure_ripple_bar,flow_rate_m3h,bearing_temp_c,winding_temp_c,lubricant_viscosity_cSt,friction_coeff,vib_rms_mm_s,vib_peak_mm_s,vib_kurtosis,vib_skewness,band_1x_g,band_2x_g,band_bpf_g,crest_factor,ae_rms_db,iso_code,particle_4um,water_ppm,metal_ppm,leak_rate_lpm,hours_since_maint,cycle_count_24h,start_stop_24h,design_load,install_age_days,health_index,failure_within_7d,failure_within_30d,failure_mode
2024-06-22 03:00:00,M024,gearbox,plant_B,semi_outdoor,day,26.56,0.583,75.8,0.682,1012.1,0.645,409.1,61.2,3.25,0.46,0.1,0.402,62.38,55.55,62.59,64.04,0.0892,0.2,0.603,3.443,0.23,0.362,0.245,0.02,3.016,21.7,15,236,77,16,0.094,819.3,20,1,0.745,360,1.0,0,0,none
2024-07-06 10:00:00,M025,gearbox,plant_B,outdoor,night,26.83,0.417,40.9,0.595,900.0,0.676,397.3,70.71,2.58,0.0,0.16,0.465,65.67,55.79,54.46,64.26,0.0822,0.2,0.582,2.58,0.716,0.05,0.11,0.02,2.911,18.63,12,252,30,29,0.164,650.2,9,5,0.576,1168,1.0,0,0,none
2024-09-26 17:00:00,M026,gearbox,plant_C,semi_outdoor,evening,34.65,0.662,72.1,0.73,1113.3,0.694,415.3,75.59,1.62,0.0,0.1,0.628,71.78,58.36,61.78,62.35,0.0856,0.2,0.661,2.894,0.184,0.247,0.134,0.143,3.303,22.06,15,243,31,21,0.136,991.1,18,1,0.701,1731,1.0,0,0,none
2024-05-25 13:00:00,M027,gearbox,plant_A,indoor,day,21.04,0.602,57.3,0.517,900.0,0.55,398.4,53.99,2.85,0.0,0.89,0.664,57.98,49.56,61.16,63.67,0.0892,0.2,0.607,3.58,0.386,0.159,0.123,0.139,3.037,22.69,15,330,107,55,0.34,1174.6,18,5,0.475,369,1.0,0,0,none
2024-08-04 08:00:00,M028,reciprocating_compressor,plant_A,outdoor,evening,27.27,0.95,46.2,0.847,991.3,0.828,396.2,80.66,3.4,11.43,14.24,0.798,83.89,64.52,65.62,59.14,0.0864,0.2,0.538,3.566,0.431,0.122,0.23,0.069,2.688,20.96,16,167,30,45,0.111,789.7,20,2,0.876,985,1.0,0,0,none
2024-05-28 09:00:00,M029,gearbox,plant_C,indoor,night,18.29,0.433,37.1,0.663,952.9,0.703,407.1,70.52,2.29,0.0,0.1,0.419,69.78,65.34254529576425,58.44,62.71,0.0831,0.21271373588202433,0.515,2.679,0.473,0.148,0.138,0.04140298996202688,2.573,25.18742137842792,14,363,48,71,0.319,1181.1,16,4,0.7,1106,0.8435119660947193,1,1,bearing
2024-09-09 12:00:00,M030,centrifugal_pump,plant_A,semi_outdoor,evening,24.53,0.461,57.9,0.726,1251.1,0.689,405.9,79.97,2.72,6.79,7.97,0.698,69.89,52.25,50.15,63.92,0.0852,0.2,0.58,3.545,0.228,0.072,0.117,0.203,2.899,21.31,15,376,56,36,0.204,758.0,12,4,0.661,1542,1.0,0,0,none
2024-09-14 08:00:00,M031,induction_motor,plant_A,outdoor,evening,34.18,0.783,86.3,0.878,1584.5,0.873,397.5,92.31,4.06,0.11,1.35,0.658,83.13,68.97,77.58,59.95,0.0928,0.2,0.643,2.993,0.655,0.185,0.339,0.336,3.217,24.84,16,1518,56,69,0.183,420.3,20,3,0.879,2141,0.998,0,0,none
2024-06-25 06:00:00,M032,gearbox,plant_C,outdoor,night,27.55,0.731,79.5,0.592,900.0,0.627,395.4,67.62,3.89,0.0,0.1,0.667,60.17,53.89,57.97,62.99,0.0869,0.2,0.653,2.171,0.37,0.428,0.276,0.02,3.267,22.48,14,258,37,20,0.168,1026.2,15,3,0.552,1637,1.0,0,0,none
2024-09-09 03:00:00,M033,gearbox,plant_B,indoor,night,22.02,0.594,29.6,0.869,1271.1,0.923,399.9,87.47,2.95,0.12,0.1,0.276,75.54,59.67,69.97,61.99,0.0862,0.2,0.617,3.787,0.577,0.103,0.152,0.208,3.083,21.79,13,718,30,41,0.285,1128.6,20,2,0.814,2002,1.0,0,0,none
2024-04-08 10:00:00,M034,centrifugal_pump,plant_A,indoor,evening,24.64,0.623,31.6,0.431,1050.0,0.404,405.5,38.47,4.03,8.27,10.17,0.821,40.41,40.19,46.07,67.65,0.0688,0.2,0.535,2.66,0.275,0.507,0.02,0.454,2.677,18.71,12,521,62,79,0.205,1188.1,12,3,0.502,885,1.0,0,0,none
2024-06-02 04:00:00,M035,reciprocating_compressor,plant_A,semi_outdoor,night,28.78,0.934,67.1,0.598,720.0,0.622,403.3,61.25,2.61,10.99,13.02,0.858,58.7,58.61,63.29,66.3,0.0825,0.2,0.522,4.04,0.735,0.277,0.14,0.02,2.609,24.97,14,319,42,45,0.099,350.9,16,5,0.671,245,1.0,0,0,none
2024-11-21 02:00:00,M036,centrifugal_pump,plant_C,indoor,night,23.51,0.855,26.6,0.473,1050.0,0.536,395.5,59.56,1.41,6.49,8.48,0.547,58.08,40.9,49.54,69.35,0.0827,0.2,0.622,2.995,0.611,0.376,0.125,0.288,3.111,20.12,12,581,95,34,0.244,695.4,16,4,0.605,445,1.0,0,0,none
2024-07-23 23:00:00,M037,fan,plant_A,indoor,day,18.34,0.441,66.6,0.962,1381.7,0.931,395.4,88.96,2.73,0.09,0.1,0.172,94.7,51.89,45.97,65.51,0.0822,0.2,0.542,2.871,0.832,0.354,0.151,0.02,2.708,18.73,15,507,36,19,0.147,445.2,26,2,0.925,881,1.0,0,0,none
2024-07-26 17:00:00,M038,reciprocating_compressor,plant_C,semi_outdoor,night,30.23,0.416,90.9,0.881,1000.1,0.857,403.9,77.6,2.74,10.83,13.4,1.101,80.83,61.04,68.23,64.85,0.0848,0.2,0.585,3.945,0.63,0.264,0.2,0.262,2.927,23.43,16,330,49,42,0.002,583.7,18,3,0.962,1452,1.0,0,0,none
2024-01-26 12:00:00,M039,gearbox,plant_A,indoor,night,28.28,0.592,48.3,0.856,1266.9,0.898,402.5,85.47,4.29,0.0,0.79,0.694,86.61,59.64,65.23,63.75,0.0865,0.2,0.79,3.86,0.46,0.12,0.225,0.206,3.952,22.44,13,940,85,60,0.275,1408.9,21,0,0.71,2029,1.0,0,0,none
2024-02-25 00:00:00,M040,gearbox,plant_B,semi_outdoor,evening,34.68,0.751,48.9,0.881,1315.6,0.881,402.4,96.99,2.76,0.67,0.1,0.548,92.53,60.22,61.41,62.53,0.0809,0.2,0.608,2.886,0.743,0.286,0.06,0.509,3.038,22.34,15,364,30,67,0.276,306.5,22,2,0.851,381,1.0,0,0,none
2024-04-07 15:00:00,M041,centrifugal_pump,plant_C,semi_outdoor,day,31.02,0.589,75.6,0.702,1250.3,0.656,395.3,72.99,1.97,7.21,8.15,0.52,67.93,46.64,57.62,63.09,0.0903,0.2,0.578,2.925,0.271,0.09,0.328,0.053,2.889,25.02,16,476,40,36,0.186,1046.7,22,2,0.728,1114,1.0,0,0,none
2024-12-02 01:00:00,M042,reciprocating_compressor,plant_C,indoor,night,25.06,0.365,25.3,0.918,1139.5,0.866,398.5,86.54,1.6,11.07,13.77,0.858,86.43,63.93,68.28,61.17,0.087,0.799,2.643,3.876,0.616,0.578,0.498,0.458,3.308,20.89,15,281,60,23,0.142,1532.4,21,1,0.818,870,0.985,0,0,none
2024-10-05 19:00:00,M043,induction_motor,plant_A,outdoor,night,19.59,0.493,58.3,0.593,1080.0,0.603,378.2,64.23,2.43,0.06,0.1,0.387,54.77,61.15,64.84,60.34,0.0996,0.2,0.648,4.135,0.338,0.137,0.402,0.215,3.239,29.67,16,461,66,29,0.19,936.3,22,4,0.66,140,1.0,0,0,none
2024-11-11 04:00:00,M044,induction_motor,plant_C,indoor,evening,22.14,0.4,29.6,0.581,1080.0,0.598,405.5,65.89,2.15,0.0,0.12,0.515,62.84,59.98,64.93,65.03,0.0924,0.2,0.534,2.43,0.596,0.469,0.421,0.036,2.669,22.95,12,249,47,25,0.021,1749.2,18,3,0.545,1099,1.0,0,0,none
2024-12-10 22:00:00,M045,induction_motor,plant_A,semi_outdoor,night,37.29,0.673,84.6,0.421,1080.0,0.415,394.8,43.67,3.88,0.23,0.46,0.602,24.58,53.98,66.66,66.03,0.0818,0.2,0.711,3.898,0.861,0.427,0.072,0.212,3.553,22.96,15,163,55,48,0.197,2726.8,10,4,0.534,942,0.985,0,0,none
2024-11-01 21:00:00,M046,fan,plant_C,semi_outdoor,night,26.53,0.794,44.1,0.744,1078.2,0.742,399.7,75.2,2.75,0.0,0.1,0.705,76.59,46.33,45.87,69.32,0.0833,0.2,0.548,3.026,0.912,0.393,0.02,0.288,2.738,23.5,12,594,48,45,0.293,662.0,13,4,0.796,943,1.0,0,0,none
2024-04-18 01:00:00,M047,reciprocating_compressor,plant_B,outdoor,day,29.37,0.295,39.2,0.927,1120.3,0.96,396.3,102.91,3.0,11.39,12.59,0.592,106.67,63.44,73.01,58.07,0.0952,0.376,1.219,2.315,0.579,0.404,0.461,0.308,3.242,23.94,15,370,102,59,0.364,380.0,19,2,1.0,958,1.0,0,0,none
2024-11-16 05:00:00,M048,fan,plant_B,semi_outdoor,night,23.46,0.621,72.0,0.765,1130.9,0.809,391.7,75.72,2.3,0.0,0.1,0.608,58.36,51.65451953111605,49.55,64.75,0.088,0.22961081708185194,0.569,3.924,0.342,0.186,0.291,0.025172272954809206,2.847,29.032159803001104,17,224,84,97,0.207,2019.6,24,3,0.782,148,0.794196450385529,0,1,overheat
2024-12-05 05:00:00,M049,induction_motor,plant_B,semi_outdoor,day,32.97,0.789,63.4,0.661,1229.4,0.628,411.8,62.05,3.55,0.05,0.1,0.621,71.2,63.07,73.2,61.37,0.0896,0.2,0.549,4.014,0.737,0.219,0.312,0.126,2.745,27.49,17,500,42,17,0.025,2402.0,19,4,0.687,823,0.965,0,0,none
2024-08-03 03:00:00,M050,gearbox,plant_C,semi_outdoor,day,25.85,0.747,64.2,0.926,1363.1,0.913,406.9,89.19,2.57,0.0,0.12,0.681,90.24,59.56,60.34,61.59,0.0898,0.2,0.561,2.762,0.46,0.21,0.263,0.049,2.806,18.69,15,117,62,45,0.268,919.5,18,2,0.979,1523,1.0,0,0,none
2024-01-07 11:00:00,M051,reciprocating_compressor,plant_A,indoor,night,23.0,0.624,42.3,0.759,927.3,0.799,413.6,78.15,2.24,10.49,13.5,0.872,77.35,59.27,64.41,65.44,0.0872,0.2,0.626,2.942,0.44,0.131,0.173,0.02,3.132,21.31,12,682,49,50,0.205,834.3,15,1,0.778,1955,1.0,0,0,none
2024-06-07 17:00:00,M052,induction_motor,plant_A,semi_outdoor,day,22.12,0.473,55.9,0.854,1541.7,0.911,398.1,91.42,3.37,0.18,1.68,0.304,82.88,65.13,70.49,63.68,0.0848,0.2,0.591,3.053,0.761,0.187,0.058,0.255,2.955,21.38,12,108,55,101,0.38,423.6,16,5,0.762,37,1.0,0,0,none
2024-05-12 09:00:00,M053,induction_motor,plant_C,indoor,night,24.1,0.666,54.4,0.775,1417.0,0.691,393.1,77.73,3.77,0.0,0.42,0.361,66.77,69.13,69.21,61.08,0.0914,0.2,0.671,2.948,0.261,0.295,0.422,0.02,3.353,19.86,13,441,61,21,0.233,2328.8,13,3,0.78,521,0.99,0,0,none
2024-08-03 01:00:00,M054,reciprocating_compressor,plant_B,indoor,day,26.02,0.639,37.1,0.877,1044.3,0.855,398.5,81.55,3.56,11.43,13.72,0.964,98.73,65.17,64.13,61.79,0.0884,0.2,0.621,3.032,0.554,0.264,0.293,0.02,3.105,21.63,13,127,169,54,0.075,269.0,22,4,0.734,1807,1.0,0,0,none
2024-01-11 13:00:00,M055,centrifugal_pump,plant_C,semi_outdoor,evening,32.75,0.944,125.3,0.823,1430.6,0.779,404.0,80.98,3.86,6.21,8.47,0.217,90.22,51.12,58.92,65.32,0.0732,0.2,0.625,2.956,0.52,0.179,0.02,0.02,3.126,18.27,18,2139,30,23,0.241,712.5,24,2,0.713,1927,1.0,0,0,none
2024-11-24 18:00:00,M056,centrifugal_pump,plant_C,indoor,night,25.33,0.776,30.0,0.536,1050.0,0.504,386.7,52.95,3.09,5.96,9.28,0.1,50.79,46.97,48.58,69.45,0.085,0.2,0.652,3.823,0.122,0.294,0.116,0.02,3.258,17.35,12,830,84,56,0.243,1886.0,14,3,0.578,726,1.0,0,0,none
2024-09-11 18:00:00,M057,centrifugal_pump,plant_A,outdoor,day,32.38,0.6,126.5,0.74,1286.3,0.719,390.2,69.01,3.12,7.35,9.92,0.658,68.77,47.43,53.41,59.82,0.0941,0.2,0.582,4.049,0.245,0.114,0.267,0.172,2.911,28.32,20,168,72,12,0.2,273.0,20,3,0.81,1936,1.0,0,0,none
2024-01-21 03:00:00,M058,fan,plant_C,semi_outdoor,night,27.51,0.713,51.1,0.865,1310.0,0.885,383.5,82.58,3.95,0.22,1.06,0.638,86.74,52.0,55.64,65.44,0.0852,0.2,0.523,3.0,0.82,0.087,0.353,0.237,2.616,20.93,13,340,109,63,0.194,819.6,21,3,0.739,1465,1.0,0,0,none
2024-10-21 22:00:00,M059,fan,plant_C,indoor,evening,14.96,0.636,27.6,0.988,1455.3,0.872,402.6,84.77,4.69,0.4,0.89,0.395,98.17,42.79,44.56,71.44,0.0785,1.064,2.904,3.65,0.495,0.726,0.343,0.672,2.729,16.76,12,306,41,60,0.317,604.1,25,2,0.893,117,1.0,0,0,none
2024-08-16 02:00:00,M060,centrifugal_pump,plant_C,outdoor,evening,30.59,0.4,143.2,0.508,1050.0,0.459,409.2,48.3,3.9,6.93,8.59,0.37,57.04,40.81,58.69,65.76,0.076,0.2,0.623,2.847,0.317,0.327,0.122,0.02,3.117,21.58,18,626,30,13,0.165,755.2,18,5,0.706,600,1.0,0,0,none
2024-12-14 12:00:00,M061,reciprocating_compressor,plant_A,indoor,day,9.75,0.45,21.3,0.524,720.0,0.463,397.3,45.68,2.13,10.91,14.74,0.727,60.94,57.09,53.69,64.51,0.0871,0.2,0.675,3.864,0.27,0.182,0.32,0.02,3.375,23.0,13,495,30,22,0.0,1514.3,12,4,0.521,1061,1.0,0,0,none
2024-10-30 21:00:00,M062,induction_motor,plant_C,indoor,night,18.18,0.637,30.3,0.7,1290.9,0.671,389.0,68.89,2.24,0.0,0.11,0.655,54.11,67.19,61.72,59.78,0.0871,0.2,0.607,3.351,0.503,0.353,0.25,0.02,3.035,23.67,13,444,89,42,0.067,762.8,16,3,0.738,1365,1.0,0,0,none
2024-08-31 13:00:00,M063,fan,plant_B,indoor,day,27.89,0.534,33.7,1.1,1574.1,1.102,391.7,111.92,4.21,0.0,0.45,0.391,103.26,53.8,51.97,62.76,0.0892,3.867,12.303,2.96,0.258,2.798,1.899,1.765,3.181,21.74,13,468,121,44,0.238,1044.1,24,3,0.954,279,0.954,0,0,none
2024-02-22 02:00:00,M064,gearbox,plant_C,outdoor,night,27.15,0.628,60.8,0.714,1090.8,0.605,399.5,62.47,3.86,0.43,0.4,0.667,86.16,59.0,56.75,62.0,0.0814,0.2,0.676,2.61,0.167,0.272,0.119,0.102,3.379,18.97,14,395,64,31,0.0,541.3,15,5,0.704,2146,1.0,0,0,none
2024-08-29 06:00:00,M065,fan,plant_A,outdoor,night,29.19,0.303,211.3,0.601,870.0,0.595,400.3,62.36,3.76,0.0,0.58,0.614,67.39,46.26,50.88,66.65,0.0831,0.2,0.523,3.619,0.366,0.19,0.251,0.258,2.613,18.29,21,278,30,53,0.209,326.3,18,4,0.643,651,1.0,0,0,none
2024-11-16 00:00:00,M066,fan,plant_A,semi_outdoor,day,29.11,0.484,167.4,0.622,903.9,0.552,382.7,52.64,3.13,0.0,0.31,0.249,50.29,46.03,46.85,66.14,0.0871,0.2,0.58,2.972,0.391,0.319,0.043,0.129,2.9,22.66,18,319,30,36,0.235,1895.3,12,2,0.607,780,1.0,0,0,none
2024-01-03 00:00:00,M067,reciprocating_compressor,plant_A,indoor,evening,21.89,0.559,113.5,0.559,720.0,0.589,412.4,49.34,3.18,10.17,13.52,0.612,59.05,57.52,58.04,66.77,0.0857,0.2,0.529,2.914,0.103,0.2,0.332,0.02,2.645,22.78,18,289,81,62,0.511,661.9,17,4,0.624,1969,1.0,0,0,none
2024-12-08 03:00:00,M068,fan,plant_A,semi_outdoor,night,25.01,0.296,38.0,0.811,1194.7,0.805,404.6,85.16,3.91,0.0,0.1,0.1,76.03,47.44,48.77,67.08,0.0894,0.2,0.658,3.893,0.363,0.367,0.377,0.288,3.288,22.88,15,444,36,38,0.283,2365.5,22,6,0.714,2153,1.0,0,0,none
2024-03-03 04:00:00,M069,fan,plant_B,indoor,day,20.67,0.675,28.1,0.68,982.8,0.741,400.3,66.56,3.65,0.55,0.1,0.651,72.24,50.32070735519973,45.25,70.95,0.0787,0.22153611073297938,0.607,3.424,0.457,0.347,0.037,0.029733586092078122,3.033,21.766447603285474,12,819,54,36,0.142,966.8,13,3,0.608,262,0.7341892990594525,1,1,bearing
2024-01-10 08:00:00,M070,reciprocating_compressor,plant_B,indoor,evening,13.48,0.401,51.6,0.989,1185.4,1.014,403.3,93.64,2.54,11.7,13.08,0.861,94.33,64.44,63.04,61.14,0.0868,2.112,5.835,5.332,0.852,1.15,0.953,1.362,2.763,27.8,13,453,75,29,0.004,1377.3,22,4,0.93,430,0.974,0,0,none
2024-08-18 23:00:00,M071,gearbox,plant_C,indoor,night,25.53,0.15,44.5,0.714,1080.0,0.67,401.7,69.5,2.9,0.59,0.1,0.516,73.92,65.12974669065075,55.41,62.91,0.0848,0.23229428899769428,0.601,2.814,0.608,0.347,0.337,0.0884456742018999,3.005,22.12477067548941,12,283,42,28,0.248,1015.7,17,3,0.716,289,0.9179590034539948,0,1,overheat
2024-04-05 01:00:00,M072,induction_motor,plant_C,outdoor,night,27.52,0.761,45.4,0.761,1384.8,0.71,401.5,64.93,3.12,0.0,0.2,0.515,87.51,66.02,66.93,60.67,0.0874,0.2,0.609,2.939,0.394,0.167,0.053,0.02,3.046,23.09,13,704,30,35,0.361,660.0,22,2,0.763,2127,1.0,0,0,none
2024-12-31 22:00:00,M073,induction_motor,plant_B,outdoor,evening,17.86,0.671,59.6,0.838,1488.2,0.84,403.7,85.06,2.71,0.68,0.1,0.373,78.25,66.82,69.04,60.97,0.0897,0.2,0.633,3.553,0.661,0.267,0.19,0.098,3.165,20.94,16,456,53,32,0.053,964.7,29,3,0.923,1988,0.999,0,0,none
2024-02-13 09:00:00,M074,reciprocating_compressor,plant_C,outdoor,day,27.44,0.461,40.9,0.858,1016.7,0.869,402.7,88.49,3.53,9.96,13.39,1.042,95.5,64.19,67.59,61.86,0.0876,0.2,0.508,3.042,0.129,0.174,0.252,0.298,2.54,22.69,15,856,120,19,0.135,1205.8,16,2,0.93,1093,1.0,0,0,none
2024-10-12 22:00:00,M075,reciprocating_compressor,plant_B,indoor,night,24.53,0.382,42.4,0.899,1058.5,0.979,398.4,92.21,4.61,10.87,13.39,0.657,99.83,63.22,67.05,63.22,0.0931,0.2,0.618,3.166,0.153,0.3,0.484,0.197,3.092,23.98,13,441,30,72,0.467,435.4,18,3,0.724,1736,1.0,0,0,none
2024-08-23 21:00:00,M076,gearbox,plant_B,semi_outdoor,evening,33.36,0.389,59.7,0.834,1282.9,0.887,403.2,96.26,2.04,0.0,0.1,0.175,100.15,61.6,71.24,58.9,0.0976,0.2,0.462,2.647,0.511,0.094,0.463,0.02,2.308,20.91,14,362,30,39,0.315,752.8,23,1,0.79,327,1.0,0,0,none
2024-01-27 22:00:00,M077,gearbox,plant_A,indoor,evening,15.52,0.544,51.8,0.925,1357.8,0.904,395.6,80.67,1.22,0.0,0.13,0.409,79.25,62.16,57.47,62.39,0.0823,0.2,0.727,4.271,0.628,0.066,0.02,0.061,3.634,25.49,14,600,32,34,0.168,781.4,16,1,0.838,1270,1.0,0,0,none
2024-01-06 01:00:00,M078,reciprocating_compressor,plant_C,outdoor,day,29.59,0.629,115.5,0.84,1050.9,0.828,393.5,88.94,3.03,10.74,12.96,0.72,74.04,64.27,73.18,62.09,0.0849,0.2,0.533,2.732,0.135,0.204,0.166,0.064,2.663,22.49,18,363,30,18,0.117,460.9,26,3,0.727,1529,0.999,0,0,none
2024-11-29 21:00:00,M079,induction_motor,plant_A,semi_outdoor,day,33.42,0.672,105.6,0.47,1080.0,0.397,400.1,40.0,3.8,0.05,0.65,0.65,64.49,63.04,67.92,63.48,0.079,0.2,0.636,3.489,0.379,0.138,0.069,0.02,3.179,24.37,17,180,57,37,0.151,1572.3,14,2,0.537,929,0.988,0,0,none
2024-02-10 12:00:00,M000,induction_motor,plant_A,semi_outdoor,night,28.39,0.378,37.8,0.938,1710.0,0.938,400.9,91.26,1.55,0.0,0.1,0.592,91.24,68.85,70.94,62.59,0.086,0.2,0.477,3.878,0.261,0.05,0.103,0.055,2.385,22.35,13,1608,44,20,0.414,635.7,19,0,0.953,227,1.0,0,0,none
2024-06-08 23:00:00,M001,fan,plant_A,semi_outdoor,evening,31.11,0.384,77.7,0.775,1116.6,0.795,404.0,77.82,2.54,0.54,1.04,0.474,71.28,47.72,49.22,65.27,0.0843,0.2,0.589,2.42,0.218,0.291,0.235,0.222,2.946,19.99,14,644,38,71,0.034,2312.4,16,3,0.694,267,1.0,0,0,none
2024-03-25 15:00:00,M002,reciprocating_compressor,plant_A,indoor,night,19.41,0.446,73.0,0.658,800.0,0.693,415.0,74.05,3.5,11.03,12.76,0.869,58.77,62.95,67.06,63.38,0.0858,0.2,0.673,2.059,0.438,0.206,0.351,0.066,3.363,23.44,14,266,54,15,0.148,1244.2,11,1,0.754,1806,1.0,0,0,none
2024-01-31 10:00:00,M003,centrifugal_pump,plant_A,indoor,night,14.22,0.501,17.9,0.783,1360.8,0.672,405.4,66.78,2.83,6.13,8.74,0.447,85.5,49.74,51.67,63.11,0.0924,0.2,0.558,3.081,0.263,0.186,0.341,0.184,2.79,20.68,12,563,43,42,0.291,354.0,15,2,0.799,1768,1.0,0,0,none
2024-10-21 23:00:00,M004,fan,plant_A,indoor,evening,25.54,0.336,22.9,0.59,870.0,0.597,400.0,59.38,3.89,0.39,0.1,0.588,51.51,41.17,51.69,67.27,0.0816,0.2,0.637,2.918,0.559,0.413,0.036,0.447,3.186,21.76,14,501,44,51,0.497,2636.9,17,5,0.655,283,1.0,0,0,none
2024-03-26 04:00:00,M005,fan,plant_B,indoor,evening,19.42,0.734,22.0,0.773,1145.1,0.787,407.8,72.32,3.29,0.0,1.32,0.18,72.88,49.459276294153014,41.48,70.88,0.0811,0.23193568393267144,0.568,3.01,0.169,0.28,0.155,0.2922443871694284,2.84,25.14590429217055,12,160,94,58,0.299,2858.4,18,0,0.75,935,0.912830204351646,0,1,seal
2024-07-04 20:00:00,M006,fan,plant_A,semi_outdoor,day,27.62,0.761,84.1,0.796,1146.0,0.822,398.9,92.36,3.21,0.0,0.1,0.4,80.67,50.03,54.57,64.1,0.0857,0.2,0.487,4.521,0.181,0.326,0.259,0.02,2.435,29.15,17,424,158,48,0.305,1976.4,14,4,0.75,1746,0.994,0,0,none
2024-11-18 13:00:00,M007,fan,plant_A,outdoor,day,29.23,0.917,114.3,0.554,870.0,0.563,404.9,60.06,3.35,0.0,0.1,0.486,47.73,40.43,48.22,68.29,0.0789,0.2,0.653,3.589,0.884,0.332,0.164,0.508,3.266,20.38,18,637,31,56,0.146,419.6,11,5,0.539,1293,1.0,0,0,none
2024-07-16 14:00:00,M008,reciprocating_compressor,plant_A,outdoor,evening,24.91,0.233,42.1,0.983,1189.4,1.023,399.3,100.27,3.18,11.25,12.32,0.957,98.64,69.45,68.89,60.62,0.0889,1.735,5.476,2.671,0.56,1.305,0.881,1.047,3.157,22.71,14,154,45,40,0.451,367.7,25,2,0.872,799,0.987,0,0,none
2024-10-17 10:00:00,M009,centrifugal_pump,plant_C,outdoor,evening,29.98,0.347,145.2,0.932,1641.8,0.914,393.7,93.49,1.75,8.29,8.57,0.837,107.4,51.59,57.61,64.54,0.0817,0.2,0.546,2.862,0.029,0.188,0.02,0.02,2.729,20.01,19,1025,49,35,0.22,784.8,24,4,0.822,287,1.0,0,0,none
2024-05-23 01:00:00,M010,centrifugal_pump,plant_C,indoor,evening,20.47,0.771,16.6,0.826,1446.0,0.823,389.1,82.16,2.47,7.22,9.86,0.738,82.14,49.18,49.1,68.4,0.0732,0.2,0.452,2.336,0.526,0.146,0.02,0.089,2.258,23.92,12,2139,43,49,0.259,3430.5,19,2,0.675,2063,1.0,0,0,none
2024-11-29 22:00:00,M011,gearbox,plant_B,semi_outdoor,night,25.08,0.499,132.6,0.863,1289.3,0.835,391.6,78.88,2.78,0.16,0.1,0.857,77.51,58.35,60.04,65.02,0.0857,0.2,0.736,2.87,0.297,0.242,0.174,0.119,3.681,19.38,19,662,35,30,0.361,703.8,23,3,0.729,1886,1.0,0,0,none
2024-06-19 19:00:00,M012,induction_motor,plant_A,indoor,night,29.03,0.733,24.5,0.92,1681.2,0.928,409.4,89.21,2.85,0.04,0.1,0.341,76.61,71.96,68.55,60.05,0.0952,0.2,0.651,4.267,0.635,0.316,0.483,0.269,3.253,27.99,14,365,30,91,0.269,1079.6,21,3,0.811,1029,1.0,0,0,none
2024-01-08 04:00:00,M013,fan,plant_B,outdoor,night,16.77,0.469,57.3,0.686,1006.1,0.655,392.3,75.43,2.26,0.27,0.1,0.661,68.49,45.47,47.99,68.26,0.0796,0.2,0.587,3.499,0.343,0.314,0.114,0.41,2.933,21.18,14,198,64,54,0.24,516.4,18,4,0.719,2057,1.0,0,0,none
2024-06-07 18:00:00,M014,gearbox,plant_B,outdoor,night,27.39,0.639,86.3,0.639,948.7,0.577,394.3,60.66,2.54,0.0,0.1,0.471,51.73,55.3,58.54,65.28,0.0836,0.2,0.667,3.802,0.514,0.29,0.187,0.033,3.333,20.58,16,333,51,21,0.507,1447.6,16,5,0.721,329,1.0,0,0,none
2024-05-06 12:00:00,M015,fan,plant_B,indoor,evening,19.77,0.769,39.6,0.522,870.0,0.518,385.9,49.96,1.4,0.41,0.1,0.615,39.03,42.63,40.58,68.82,0.0749,0.2,0.546,3.71,0.549,0.132,0.02,0.105,2.729,21.19,13,228,45,52,0.084,1404.6,15,6,0.576,1431,1.0,0,0,none
2024-12-16 12:00:00,M016,gearbox,plant_B,indoor,evening,16.43,0.532,15.9,0.725,1089.3,0.744,388.8,74.85,1.87,0.13,0.1,0.527,65.05,57.12,56.47,61.22,0.088,0.2,0.658,2.687,0.448,0.321,0.217,0.02,3.292,19.63,12,577,162,42,0.168,952.9,14,1,0.817,347,1.0,0,0,none
2024-04-29 14:00:00,M017,fan,plant_B,semi_outdoor,night,30.56,0.879,74.8,0.859,1215.7,0.778,406.0,82.28,2.04,0.0,0.19,0.334,96.44,47.57,45.98,64.56,0.0839,0.2,0.577,2.811,0.087,0.233,0.152,0.02,2.883,18.31,14,306,30,73,0.215,1619.3,15,1,0.765,1464,1.0,0,0,none
2024-12-18 00:00:00,M018,fan,plant_B,indoor,evening,13.23,0.342,14.9,0.679,983.4,0.696,410.5,68.73,2.79,0.03,0.66,0.748,57.54,39.83,38.0,67.94,0.0875,0.2,0.638,2.848,0.481,0.168,0.255,0.042,3.192,20.17,13,208,62,32,0.04,1528.9,21,3,0.783,413,1.0,0,0,none
2024-05-14 08:00:00,M019,gearbox,plant_C,outdoor,evening,27.81,0.721,75.5,0.549,900.0,0.579,411.2,59.32,3.59,0.0,0.1,0.331,43.42,53.79,57.52,67.55,0.0846,0.2,0.529,3.022,0.379,0.079,0.039,0.115,2.645,21.57,15,421,93,40,0.352,1100.5,12,6,0.567,296,1.0,0,0,none
