timestamp,machine_id,modo_operacion,temperatura_ambiente_c,temperatura_entrada_c,temperatura_salida_c,delta_temp_c,presion_entrada_bar,presion_salida_bar,delta_presion_bar,flujo_masico_kgs,vibracion_rms_mms,velocidad_rpm,potencia_kw,consumo_energia_kwh,horas_operacion,humedad_relativa_pct,fallo
2025-07-02 03:09:00,compresor_criogenico_01,Normal,12.33,16.29,129.41,113.12,47.4,197.99,150.59,108.14,3.094,3004,101.59,2.005,8511,34.4,0
2025-07-02 04:19:00,compresor_criogenico_01,Normal,12.2,16.0,118.83,102.83,52.55,217.58,165.03,75.36,2.83,2918,89.68,2.069,4760,67.5,0
2025-07-01 11:57:00,compresor_criogenico_01,Alta carga,10.99,16.26,128.51,112.26,48.91,228.26,179.35,112.04,3.378,3106,127.71,2.083,7909,86.7,1
2025-07-01 03:41:00,compresor_criogenico_01,Normal,5.82,12.95,128.08,115.13,45.92,207.58,161.65,96.29,2.684,2950,109.27,2.263,5439,58.4,0
2025-07-01 02:40:00,compresor_criogenico_01,Normal,21.76,28.22,123.04,94.82,52.84,188.36,135.52,101.47,2.928,3104,79.26,0.344,3269,52.5,0
2025-07-04 05:00:00,compresor_criogenico_01,Alta carga,19.64,20.87,112.39,91.52,48.27,178.22,129.95,93.01,2.795,3047,82.15,2.769,4674,86.0,0
2025-07-03 11:34:00,compresor_criogenico_01,Alta carga,23.91,29.89,127.57,97.69,52.15,208.26,156.11,120.41,3.341,3039,125.18,1.913,8455,24.5,0
2025-07-01 13:16:00,compresor_criogenico_01,Alta carga,8.17,15.02,117.27,102.24,39.33,191.2,151.87,103.61,2.855,3049,95.19,1.307,8263,53.3,1
2025-07-01 16:47:00,compresor_criogenico_01,Alta carga,17.17,24.77,125.73,100.96,51.37,217.1,165.73,80.51,2.856,3020,98.75,1.375,9203,44.6,1
2025-07-02 00:02:00,compresor_criogenico_01,Normal,19.21,23.54,122.11,98.56,46.29,203.63,157.34,76.56,2.735,3105,80.48,1.301,5520,21.7,0
2025-07-03 21:51:00,compresor_criogenico_01,Alta carga,24.16,29.16,135.63,106.47,55.72,215.81,160.08,123.72,1.792,3084,120.69,2.03,1988,31.9,1
2025-07-01 02:23:00,compresor_criogenico_01,Normal,13.88,18.07,110.89,92.82,56.63,207.38,150.76,91.51,2.474,3015,94.28,2.05,4961,21.2,0
2025-07-02 16:32:00,compresor_criogenico_01,Alta carga,14.14,16.92,121.09,104.16,49.1,199.64,150.54,101.0,2.419,3088,90.15,0.903,3251,73.5,0
2025-07-01 09:49:00,compresor_criogenico_01,Baja carga,19.73,27.19,107.13,79.94,40.02,189.69,149.67,88.03,3.672,2960,94.47,1.692,9168,65.5,0
2025-07-03 09:21:00,compresor_criogenico_01,Normal,11.02,15.3,111.85,96.55,38.98,190.36,151.38,75.85,2.146,2980,84.9,0.987,743,75.2,0
2025-07-02 23:24:00,compresor_criogenico_01,Normal,19.88,23.57,109.18,85.61,46.36,191.77,145.42,127.9,1.353,2993,119.32,2.296,1113,85.1,0
2025-07-02 07:34:00,compresor_criogenico_01,Normal,5.48,9.1,115.57,106.47,49.78,167.73,117.95,93.45,4.284,2889,93.51,0.518,9842,43.1,0
2025-07-03 13:48:00,compresor_criogenico_01,Normal,20.52,28.24,110.64,82.41,57.55,199.62,142.08,91.67,2.499,3064,111.07,1.938,5525,40.7,0
2025-07-03 15:19:00,compresor_criogenico_01,Normal,14.3,22.31,119.21,96.91,50.77,202.84,152.07,68.1,3.234,3079,101.08,1.876,6521,30.0,0
2025-07-02 19:39:00,compresor_criogenico_01,Normal,21.73,24.44,111.2,86.76,59.04,215.12,156.08,83.98,2.982,3001,81.69,1.019,5891,68.2,0
2025-07-02 07:13:00,compresor_criogenico_01,Alta carga,18.42,22.74,132.0,109.26,50.63,229.98,179.35,129.97,3.044,2989,133.92,1.958,7306,44.6,1
2025-07-03 22:59:00,compresor_criogenico_01,Normal,21.18,29.11,115.1,85.99,49.24,213.07,163.84,97.3,3.003,3022,97.68,0.825,5255,50.5,0
2025-07-02 00:42:00,compresor_criogenico_01,Normal,14.11,17.2,116.36,99.15,55.81,185.32,129.51,76.07,1.39,3066,80.21,1.107,1027,83.4,0
2025-07-03 02:17:00,compresor_criogenico_01,Normal,15.49,22.62,121.66,99.04,43.7,214.59,170.88,105.74,1.803,2935,117.08,1.612,1343,83.8,1
2025-07-01 22:59:00,compresor_criogenico_01,Normal,9.01,15.21,117.78,102.57,55.1,182.97,127.87,127.15,2.507,3029,106.38,1.704,2899,85.3,0
2025-07-04 01:49:00,compresor_criogenico_01,Normal,10.42,14.17,109.68,95.51,47.89,199.78,151.89,125.15,2.959,3128,119.93,2.308,3398,59.0,1
2025-07-02 13:56:00,compresor_criogenico_01,Normal,13.67,19.96,108.57,88.62,44.14,198.18,154.04,81.44,2.173,2965,72.54,0.867,3157,78.2,0
2025-07-03 11:23:00,compresor_criogenico_01,Normal,3.79,11.13,125.35,114.21,57.72,214.99,157.27,63.93,3.197,2975,81.28,1.337,8401,45.2,0
2025-07-04 04:02:00,compresor_criogenico_01,Alta carga,8.14,14.57,136.05,121.48,56.44,226.16,169.73,88.39,2.692,3066,100.83,1.416,5392,73.6,1
2025-07-02 03:24:00,compresor_criogenico_01,Baja carga,11.78,18.43,104.54,86.11,37.45,196.89,159.44,124.1,2.621,2948,122.49,1.463,7551,78.5,0
2025-07-02 16:07:00,compresor_criogenico_01,Normal,11.4,16.9,120.13,103.23,42.23,191.44,149.21,119.19,2.458,3032,101.73,2.131,6590,48.0,0
2025-07-02 21:07:00,compresor_criogenico_01,Normal,16.0,22.98,116.58,93.6,50.27,215.79,165.52,86.43,3.296,3069,96.66,0.825,8123,93.3,0
2025-07-03 19:32:00,compresor_criogenico_01,Alta carga,11.46,18.94,116.53,97.59,59.49,220.95,161.46,81.22,3.66,2912,89.72,0.685,9511,26.7,1
2025-07-03 00:01:00,compresor_criogenico_01,Alta carga,17.79,25.26,122.61,97.35,50.29,218.81,168.52,96.53,2.997,3164,105.52,1.952,8536,37.1,0
2025-07-01 07:23:00,compresor_criogenico_01,Normal,12.98,18.71,117.04,98.33,32.53,186.93,154.4,89.71,2.667,3063,102.85,1.607,7248,80.2,0
2025-07-03 18:59:00,compresor_criogenico_01,Normal,23.19,30.28,109.9,79.63,49.26,192.72,143.46,103.89,2.051,3009,106.61,2.31,2411,91.8,0
2025-07-01 17:57:00,compresor_criogenico_01,Normal,16.99,25.58,113.32,87.74,60.93,194.56,133.63,90.21,2.566,3031,94.8,0.806,4032,63.8,1
2025-07-03 03:22:00,compresor_criogenico_01,Normal,20.69,27.62,110.97,83.35,41.74,186.46,144.72,113.39,2.147,3003,113.36,2.115,1570,67.7,0
2025-07-01 06:14:00,compresor_criogenico_01,Baja carga,9.36,13.79,113.6,99.8,46.8,181.44,134.64,92.04,3.239,2769,81.3,1.24,7860,21.8,0
2025-07-01 13:16:00,compresor_criogenico_01,Alta carga,8.17,15.02,117.27,102.24,39.33,191.2,151.87,103.61,2.855,3049,95.19,1.307,8263,53.3,1
2025-07-02 15:30:00,compresor_criogenico_01,Normal,8.8,12.1,99.02,86.92,44.37,187.05,142.68,112.29,2.792,3034,98.19,2.1,7575,94.3,0
2025-07-02 04:15:00,compresor_criogenico_01,Baja carga,9.96,12.58,103.96,91.38,60.06,192.08,132.02,80.24,1.533,2993,79.16,0.406,2535,73.7,0
2025-07-01 13:16:00,compresor_criogenico_01,Alta carga,8.17,15.02,117.27,102.24,39.33,191.2,151.87,103.61,2.855,3049,95.19,1.307,8263,53.3,1
2025-07-04 04:02:00,compresor_criogenico_01,Alta carga,8.14,14.57,136.05,121.48,56.44,226.16,169.73,88.39,2.692,3066,100.83,1.416,5392,73.6,1
2025-07-02 15:39:00,compresor_criogenico_01,Normal,14.96,21.34,105.03,83.69,51.01,222.44,171.43,75.85,3.204,3000,99.6,1.506,9931,36.7,0
2025-07-02 12:47:00,compresor_criogenico_01,Alta carga,16.29,23.11,118.11,95.0,41.85,192.27,150.43,83.99,3.666,2989,80.47,1.541,9180,74.9,0
2025-07-02 01:06:00,compresor_criogenico_01,Normal,16.6,20.92,122.49,101.57,53.19,184.43,131.24,92.75,2.607,2933,81.87,1.034,2966,62.9,0
2025-07-02 14:45:00,compresor_criogenico_01,Alta carga,19.84,26.46,135.84,109.38,54.53,196.02,141.49,91.35,3.133,3046,103.7,1.86,6544,56.8,1
2025-07-02 11:49:00,compresor_criogenico_01,Alta carga,15.47,21.13,133.32,112.19,45.65,202.51,156.86,95.42,1.813,3012,93.25,2.263,607,73.8,0
2025-07-02 12:40:00,compresor_criogenico_01,Alta carga,14.92,17.27,119.81,102.55,46.33,213.89,167.56,116.82,2.738,3006,110.47,1.778,3361,24.9,0
2025-07-03 12:45:00,compresor_criogenico_01,Baja carga,19.09,24.63,108.69,84.06,59.42,199.34,139.92,96.23,2.944,3011,82.69,0.359,5729,46.7,1
2025-07-03 12:29:00,compresor_criogenico_01,Normal,15.15,20.68,110.77,90.08,55.67,223.69,168.02,79.35,2.992,2846,87.07,1.406,9501,56.7,1
2025-07-01 15:53:00,compresor_criogenico_01,Alta carga,14.95,18.39,131.71,113.31,43.32,209.15,165.84,129.37,3.862,3000,122.02,2.656,9301,62.5,1
2025-07-01 23:10:00,compresor_criogenico_01,Normal,16.28,25.07,127.13,102.06,44.6,190.7,146.09,81.88,2.843,3109,83.62,0.301,8559,42.0,0
2025-07-01 12:13:00,compresor_criogenico_01,Normal,10.19,18.16,130.13,111.97,56.45,227.87,171.42,107.3,3.001,3101,101.34,1.389,7428,61.3,0
2025-07-01 11:09:00,compresor_criogenico_01,Normal,4.9,11.17,116.0,104.83,51.45,159.51,108.06,102.03,3.092,2838,96.89,1.995,8819,32.3,1
2025-07-01 04:53:00,compresor_criogenico_01,Normal,9.1,11.48,120.81,109.33,58.29,215.75,157.45,116.46,3.161,2831,119.81,2.047,9345,55.3,1
2025-07-03 21:06:00,compresor_criogenico_01,Baja carga,17.2,20.6,107.11,86.51,54.31,191.45,137.14,72.23,3.397,2958,71.14,1.236,7812,62.7,0
2025-07-03 00:58:00,compresor_criogenico_01,Alta carga,15.93,21.1,119.28,98.18,49.88,206.4,156.52,117.16,3.5,3177,125.87,2.312,7133,67.3,0
2025-07-03 02:17:00,compresor_criogenico_01,Normal,15.49,22.62,121.66,99.04,43.7,214.59,170.88,105.74,1.803,2935,117.08,1.612,1343,83.8,1
2025-07-03 17:28:00,compresor_criogenico_01,Normal,22.63,28.03,109.56,81.54,53.77,202.82,149.05,72.94,2.329,2986,91.26,1.93,1811,70.8,0
2025-07-02 06:34:00,compresor_criogenico_01,Alta carga,17.26,19.12,140.7,121.58,50.81,203.78,152.97,134.3,2.651,3209,132.23,1.972,3925,80.5,0
2025-07-03 18:01:00,compresor_criogenico_01,Normal,9.13,15.15,107.89,92.74,38.73,176.56,137.83,108.57,2.215,2973,89.68,1.535,5131,47.1,0
2025-07-01 03:09:00,compresor_criogenico_01,Normal,15.01,24.04,120.8,96.76,39.55,201.09,161.54,79.2,1.834,2964,88.56,1.921,1633,91.4,0
2025-07-03 02:49:00,compresor_criogenico_01,Normal,19.81,21.91,125.18,103.27,52.35,194.35,141.99,78.25,3.339,2981,73.83,1.187,4821,87.4,0
2025-07-01 08:52:00,compresor_criogenico_01,Alta carga,19.23,19.98,120.14,100.17,48.98,192.51,143.52,106.78,2.163,3083,94.62,1.477,2138,88.6,1
2025-07-04 10:27:00,compresor_criogenico_01,Normal,13.68,17.76,130.57,112.81,41.76,190.37,148.61,129.72,3.096,3050,121.05,1.41,4309,35.6,1
2025-07-02 10:53:00,compresor_criogenico_01,Normal,15.35,18.38,123.98,105.6,55.95,230.0,174.05,133.2,1.924,2996,146.85,1.928,1163,56.8,0
2025-07-02 18:20:00,compresor_criogenico_01,Normal,10.57,14.82,116.17,101.35,58.29,200.28,141.98,125.5,1.662,3101,114.61,1.418,737,84.0,0
2025-07-01 06:38:00,compresor_criogenico_01,Normal,19.71,22.84,126.71,103.88,48.07,192.05,143.98,101.82,2.255,2990,120.2,3.141,3143,34.4,0
2025-07-02 17:50:00,compresor_criogenico_01,Baja carga,9.51,10.88,108.23,97.35,53.19,200.98,147.79,82.7,2.501,2919,89.97,2.091,4327,21.1,0
2025-07-01 02:21:00,compresor_criogenico_01,Normal,5.44,11.05,110.04,98.99,49.37,202.24,152.87,109.47,3.018,3084,121.42,1.653,6670,71.2,0
2025-07-02 09:29:00,compresor_criogenico_01,Normal,15.13,22.18,115.15,92.97,50.06,200.25,150.2,112.96,3.699,2990,112.9,0.936,9800,42.1,1
2025-07-01 13:50:00,compresor_criogenico_01,Normal,18.23,20.38,122.01,101.63,41.38,191.54,150.16,95.45,2.531,2893,101.06,1.974,6794,93.6,0
2025-07-01 07:11:00,compresor_criogenico_01,Normal,15.68,21.34,130.95,109.61,45.12,195.02,149.9,71.44,2.341,3074,71.13,0.691,2662,64.0,0
2025-07-04 07:10:00,compresor_criogenico_01,Normal,17.65,26.25,121.21,94.95,55.57,214.71,159.15,77.77,2.338,3034,93.77,1.222,5495,77.3,0
2025-07-03 15:53:00,compresor_criogenico_01,Normal,18.01,23.65,121.91,98.26,55.6,199.88,144.28,82.7,2.124,2968,87.29,1.205,2193,23.3,0
2025-07-02 04:00:00,compresor_criogenico_01,Normal,10.3,16.21,114.1,97.89,42.85,207.04,164.19,105.59,2.737,2948,96.44,1.2,8039,69.9,0
2025-07-02 21:13:00,compresor_criogenico_01,Normal,24.08,27.7,119.45,91.74,43.85,172.25,128.4,103.33,2.184,2978,93.04,1.789,1892,72.7,0
2025-07-03 10:31:00,compresor_criogenico_01,Baja carga,20.11,24.05,100.49,76.44,42.03,212.83,170.8,85.69,2.067,2976,89.3,1.768,3715,79.2,1
2025-07-03 18:18:00,compresor_criogenico_01,Baja carga,21.55,24.28,92.07,67.79,42.94,217.58,174.64,85.76,2.94,2870,94.06,2.175,9977,20.8,1
2025-07-01 23:27:00,compresor_criogenico_01,Alta carga,15.17,19.74,113.84,94.1,56.39,204.76,148.37,120.16,3.483,3077,128.68,1.893,8005,81.3,1
2025-07-01 19:51:00,compresor_criogenico_01,Normal,17.27,21.72,115.27,93.55,47.01,187.74,140.73,127.32,2.963,2940,114.35,1.859,7921,43.3,1
2025-07-03 20:50:00,compresor_criogenico_01,Normal,11.91,18.31,117.96,99.65,42.97,184.06,141.09,78.13,3.282,2895,86.98,2.123,6788,24.4,0
2025-07-01 00:42:00,compresor_criogenico_01,Baja carga,16.21,20.76,110.42,89.65,51.74,175.39,123.65,102.23,3.445,3092,100.71,1.471,9674,39.9,0
2025-07-03 18:18:00,compresor_criogenico_01,Baja carga,21.55,24.28,92.07,67.79,42.94,217.58,174.64,85.76,2.94,2870,94.06,2.175,9977,20.8,1
2025-07-03 12:29:00,compresor_criogenico_01,Normal,15.15,20.68,110.77,90.08,55.67,223.69,168.02,79.35,2.992,2846,87.07,1.406,9501,56.7,1
2025-07-03 19:23:00,compresor_criogenico_01,Normal,10.8,11.99,124.06,112.07,45.73,222.38,176.64,86.57,3.022,2915,89.17,1.863,5931,93.9,0
2025-07-03 17:29:00,compresor_criogenico_01,Baja carga,24.51,29.74,109.32,79.58,53.31,192.37,139.06,88.87,2.123,2869,90.07,0.615,5830,49.7,0
2025-07-03 20:10:00,compresor_criogenico_01,Normal,22.06,27.39,122.77,95.38,44.23,201.96,157.72,97.49,2.063,2924,101.75,1.404,850,78.2,0
2025-07-01 11:15:00,compresor_criogenico_01,Alta carga,0.81,3.47,139.28,135.82,43.58,200.25,156.66,91.27,2.843,3147,97.18,2.08,7388,63.6,1
2025-07-02 01:16:00,compresor_criogenico_01,Normal,9.82,13.96,109.28,95.32,43.19,191.02,147.83,83.34,2.483,3030,88.24,1.643,4488,49.9,0
2025-07-01 03:12:00,compresor_criogenico_01,Alta carga,14.45,16.4,128.28,111.88,44.14,222.0,177.86,88.94,2.418,3077,107.72,2.147,918,91.7,1
2025-07-01 01:35:00,compresor_criogenico_01,Normal,13.89,21.59,111.93,90.35,51.71,204.96,153.25,79.84,2.734,3024,84.05,1.35,2620,70.1,0
2025-07-02 21:20:00,compresor_criogenico_01,Alta carga,19.32,27.42,128.96,101.54,57.91,216.43,158.52,107.17,3.025,2995,112.75,2.007,7152,84.2,1
2025-07-02 20:51:00,compresor_criogenico_01,Normal,11.19,16.92,110.12,93.19,58.63,195.6,136.97,94.58,2.615,2888,95.4,1.002,6179,87.7,0
2025-07-01 07:53:00,compresor_criogenico_01,Alta carga,18.04,21.26,120.23,98.97,51.67,186.51,134.84,76.42,1.956,3166,80.92,1.576,886,53.5,0
2025-07-02 07:09:00,compresor_criogenico_01,Normal,22.21,27.66,128.98,101.31,42.59,188.27,145.68,93.04,2.31,2948,89.08,0.838,3043,69.4,0
2025-07-01 16:37:00,compresor_criogenico_01,Baja carga,8.0,9.18,106.41,97.23,51.52,194.5,142.99,103.49,2.283,2941,99.81,1.84,4258,55.7,0
2025-07-02 15:55:00,compresor_criogenico_01,Normal,12.78,16.33,111.67,95.34,64.53,194.12,129.59,104.63,2.355,3105,113.15,2.579,4451,91.9,0
2025-07-01 10:12:00,compresor_criogenico_01,Normal,14.6,18.74,110.94,92.2,41.73,200.55,158.81,104.19,3.253,3104,102.91,1.15,9921,88.9,0
2025-07-03 12:29:00,compresor_criogenico_01,Normal,15.15,20.68,110.77,90.08,55.67,223.69,168.02,79.35,2.992,2846,87.07,1.406,9501,56.7,1
2025-07-03 19:32:00,compresor_criogenico_01,Alta carga,11.46,18.94,116.53,97.59,59.49,220.95,161.46,81.22,3.66,2912,89.72,0.685,9511,26.7,1
2025-07-02 08:13:00,compresor_criogenico_01,Normal,10.1,11.2,105.2,94.0,49.84,196.36,146.52,112.48,1.949,3055,112.99,1.67,2453,43.7,0
2025-07-01 22:29:00,compresor_criogenico_01,Baja carga,17.28,19.5,114.09,94.6,52.49,188.88,136.38,92.92,2.166,2882,99.16,1.104,3179,52.8,0
2025-07-01 18:39:00,compresor_criogenico_01,Baja carga,20.23,25.71,107.3,81.59,46.82,183.43,136.6,104.28,1.073,2952,86.64,2.09,731,25.2,0
2025-07-03 16:44:00,compresor_criogenico_01,Alta carga,14.71,20.03,122.57,102.54,48.43,225.26,176.84,102.95,2.345,3065,111.58,2.823,993,49.3,1
2025-07-02 13:57:00,compresor_criogenico_01,Normal,21.85,26.08,119.03,92.94,50.77,194.98,144.21,120.55,3.423,3101,124.89,2.902,7555,63.1,0
2025-07-01 11:15:00,compresor_criogenico_01,Alta carga,0.81,3.47,139.28,135.82,43.58,200.25,156.66,91.27,2.843,3147,97.18,2.08,7388,63.6,1
2025-07-03 12:09:00,compresor_criogenico_01,Alta carga,24.59,26.4,118.52,92.12,45.8,201.02,155.22,125.64,3.151,3121,123.01,2.406,6672,39.3,0
2025-07-03 22:32:00,compresor_criogenico_01,Normal,12.65,18.95,112.7,93.74,49.47,194.85,145.38,115.41,1.543,2940,117.99,1.211,108,79.4,0
2025-07-02 05:01:00,compresor_criogenico_01,Normal,15.24,21.8,134.04,112.25,57.72,230.0,172.28,107.39,3.014,3112,121.06,3.517,9298,64.7,1
2025-07-04 08:34:00,compresor_criogenico_01,Normal,13.28,17.46,109.65,92.2,47.35,202.51,155.16,93.41,1.908,3022,109.38,1.501,3053,60.1,0
2025-07-03 01:35:00,compresor_criogenico_01,Baja carga,27.8,34.48,108.14,73.65,48.02,195.44,147.42,90.29,2.318,3055,98.62,0.75,7594,89.3,0
2025-07-04 03:39:00,compresor_criogenico_01,Baja carga,14.84,18.59,121.44,102.85,54.17,197.15,142.98,120.25,1.588,2841,121.41,2.421,857,74.3,0
2025-07-04 10:39:00,compresor_criogenico_01,Normal,16.07,20.62,117.96,97.35,54.29,219.79,165.5,95.52,2.291,2943,108.47,0.839,5425,79.2,0
2025-07-01 05:58:00,compresor_criogenico_01,Alta carga,12.88,18.72,128.15,109.42,58.5,208.57,150.08,117.03,3.599,2970,113.78,2.399,8766,40.2,0
2025-07-02 13:35:00,compresor_criogenico_01,Normal,12.62,21.17,110.71,89.54,51.44,198.48,147.04,62.15,3.108,3046,65.37,1.151,5842,29.8,0
2025-07-01 18:34:00,compresor_criogenico_01,Normal,18.55,23.1,111.64,88.54,54.73,190.39,135.66,99.6,3.239,2956,102.91,1.683,6773,24.4,0
2025-07-01 22:05:00,compresor_criogenico_01,Normal,12.26,17.01,126.37,109.36,44.61,188.73,144.12,70.02,1.787,2997,60.56,0.257,954,91.1,0
2025-07-04 01:49:00,compresor_criogenico_01,Normal,10.42,14.17,109.68,95.51,47.89,199.78,151.89,125.15,2.959,3128,119.93,2.308,3398,59.0,1
2025-07-04 11:01:00,compresor_criogenico_01,Normal,14.38,22.75,102.71,79.96,46.11,190.49,144.38,85.45,2.754,2876,93.06,1.894,7422,88.9,0
2025-07-03 11:31:00,compresor_criogenico_01,Normal,12.68,19.35,119.19,99.83,50.53,224.85,174.31,108.24,3.605,2973,121.35,1.321,9468,25.7,1
2025-07-02 23:18:00,compresor_criogenico_01,Normal,21.01,25.85,123.36,97.51,56.04,217.87,161.82,118.76,1.698,3057,116.4,1.564,1091,47.1,0
2025-07-03 12:13:00,compresor_criogenico_01,Normal,16.32,18.33,119.7,101.37,50.43,191.79,141.36,87.14,2.795,2887,102.47,2.229,6696,75.0,0
2025-07-01 08:07:00,compresor_criogenico_01,Normal,12.59,21.64,123.35,101.71,39.51,187.35,147.83,120.81,2.649,2935,105.25,2.107,5276,47.6,0
2025-07-04 10:27:00,compresor_criogenico_01,Normal,13.68,17.76,130.57,112.81,41.76,190.37,148.61,129.72,3.096,3050,121.05,1.41,4309,35.6,1
2025-07-04 10:18:00,compresor_criogenico_01,Normal,4.22,6.91,104.56,97.65,45.07,175.12,130.05,83.21,2.64,3162,77.83,0.202,554,74.4,0
2025-07-01 05:40:00,compresor_criogenico_01,Normal,20.8,24.11,116.27,92.16,55.44,211.51,156.08,130.91,2.244,3027,134.33,1.896,4197,92.9,0
2025-07-04 03:24:00,compresor_criogenico_01,Alta carga,18.02,24.17,127.62,103.46,49.51,229.16,179.64,136.27,3.616,3000,141.64,3.296,9895,81.0,1
2025-07-02 02:41:00,compresor_criogenico_01,Normal,14.01,13.39,108.7,95.31,52.57,226.18,173.61,91.01,2.62,3010,102.42,2.098,6433,54.0,0
2025-07-04 01:49:00,compresor_criogenico_01,Normal,10.42,14.17,109.68,95.51,47.89,199.78,151.89,125.15,2.959,3128,119.93,2.308,3398,59.0,1
2025-07-02 20:44:00,compresor_criogenico_01,Normal,16.87,20.39,103.45,83.06,56.49,199.55,143.07,122.89,3.051,3001,102.46,0.347,4410,89.9,0
2025-07-01 01:58:00,compresor_criogenico_01,Alta carga,18.75,23.55,135.67,112.12,50.87,230.0,179.13,94.06,2.8,2883,104.0,2.081,5392,94.6,1
2025-07-02 06:44:00,compresor_criogenico_01,Alta carga,14.47,21.58,115.51,93.93,48.59,229.06,180.47,124.22,3.106,3058,128.74,1.041,8526,87.5,1
2025-07-03 00:30:00,compresor_criogenico_01,Normal,15.16,22.63,115.51,92.89,49.5,226.49,176.99,72.89,2.539,3033,91.32,2.015,7657,46.1,0
2025-07-01 11:56:00,compresor_criogenico_01,Alta carga,16.23,23.84,130.62,106.78,35.69,206.1,170.41,79.99,2.577,3049,77.04,1.21,5795,80.6,0
2025-07-02 05:24:00,compresor_criogenico_01,Baja carga,19.87,24.93,97.89,72.96,52.16,176.61,124.45,79.03,1.928,2855,58.94,1.436,828,80.7,0
2025-07-02 07:51:00,compresor_criogenico_01,Alta carga,10.11,14.33,118.97,104.64,58.48,226.2,167.72,112.74,2.805,3100,118.95,2.695,3549,50.7,0
2025-07-03 00:34:00,compresor_criogenico_01,Normal,15.76,20.28,113.46,93.18,43.35,206.33,162.98,102.62,2.501,3021,107.16,2.283,4170,64.2,1
2025-07-01 05:04:00,compresor_criogenico_01,Normal,15.82,21.59,127.17,105.58,44.7,177.42,132.72,88.2,2.603,3135,87.88,1.206,6164,24.6,0
2025-07-01 09:09:00,compresor_criogenico_01,Normal,10.21,15.12,114.12,98.99,61.07,196.26,135.18,90.05,3.403,3081,75.23,1.421,8752,93.8,0
2025-07-02 09:42:00,compresor_criogenico_01,Alta carga,21.84,27.42,123.42,96.0,55.51,225.88,170.37,116.12,4.108,3116,128.02,1.724,9560,61.9,1
2025-07-04 11:17:00,compresor_criogenico_01,Normal,14.23,19.72,121.71,101.98,40.38,189.6,149.22,99.18,2.598,2951,97.48,1.775,4141,57.5,0
2025-07-03 10:13:00,compresor_criogenico_01,Alta carga,16.47,20.97,124.84,103.86,51.51,223.1,171.59,122.48,3.627,2974,131.88,2.043,9335,52.8,1
2025-07-01 09:08:00,compresor_criogenico_01,Normal,16.98,22.4,118.64,96.24,67.58,230.0,162.42,112.3,2.289,2994,129.11,1.116,665,38.4,0
2025-07-03 20:20:00,compresor_criogenico_01,Normal,7.79,16.27,104.44,88.17,56.24,188.95,132.71,109.26,3.783,2983,117.73,3.109,9991,85.9,0
2025-07-03 04:20:00,compresor_criogenico_01,Normal,11.1,14.49,110.89,96.4,55.51,211.51,156.01,116.27,2.477,3008,128.22,2.326,3481,50.0,0
2025-07-03 03:00:00,compresor_criogenico_01,Normal,18.57,22.92,125.88,102.96,56.92,216.32,159.39,87.83,2.263,3081,87.68,2.169,591,61.3,0
2025-07-04 01:49:00,compresor_criogenico_01,Normal,10.42,14.17,109.68,95.51,47.89,199.78,151.89,125.15,2.959,3128,119.93,2.308,3398,59.0,1
2025-07-01 12:07:00,compresor_criogenico_01,Normal,15.18,20.72,107.8,87.09,44.92,182.85,137.93,86.52,2.339,2984,70.59,0.517,3184,64.2,0
2025-07-03 11:32:00,compresor_criogenico_01,Alta carga,9.11,13.8,118.79,104.99,53.28,215.39,162.11,115.02,3.075,3127,117.84,2.037,4854,68.4,0
2025-07-03 16:02:00,compresor_criogenico_01,Normal,15.97,20.23,111.92,91.69,59.31,219.96,160.65,108.75,2.608,3098,128.23,2.071,1189,54.2,0
2025-07-02 12:45:00,compresor_criogenico_01,Alta carga,13.14,18.83,138.45,119.63,39.14,177.12,137.98,88.62,2.112,3231,74.04,0.991,2279,71.1,0
2025-07-01 08:52:00,compresor_criogenico_01,Alta carga,19.23,19.98,120.14,100.17,48.98,192.51,143.52,106.78,2.163,3083,94.62,1.477,2138,88.6,1
2025-07-03 09:49:00,compresor_criogenico_01,Baja carga,15.49,19.05,97.23,78.19,50.46,195.61,145.15,102.73,2.366,3002,98.19,1.389,2134,57.2,0
2025-07-02 08:39:00,compresor_criogenico_01,Normal,2.39,6.32,116.14,109.82,47.75,202.96,155.21,94.69,2.718,3096,99.93,2.02,8876,85.6,1
2025-07-01 02:02:00,compresor_criogenico_01,Normal,10.04,15.95,114.58,98.63,56.28,212.19,155.91,71.77,3.69,2970,76.91,1.428,9062,48.7,0
2025-07-02 08:39:00,compresor_criogenico_01,Normal,2.39,6.32,116.14,109.82,47.75,202.96,155.21,94.69,2.718,3096,99.93,2.02,8876,85.6,1
2025-07-04 03:24:00,compresor_criogenico_01,Alta carga,18.02,24.17,127.62,103.46,49.51,229.16,179.64,136.27,3.616,3000,141.64,3.296,9895,81.0,1
2025-07-01 01:33:00,compresor_criogenico_01,Normal,19.78,25.57,107.71,82.14,51.12,203.01,151.9,79.83,2.45,2885,76.79,1.151,269,71.8,0
2025-07-01 17:57:00,compresor_criogenico_01,Normal,16.99,25.58,113.32,87.74,60.93,194.56,133.63,90.21,2.566,3031,94.8,0.806,4032,63.8,1
2025-07-01 20:52:00,compresor_criogenico_01,Baja carga,5.77,10.1,106.13,96.04,60.33,181.33,121.0,94.27,2.743,2976,93.68,1.742,7295,90.7,0
